Order Line,Order ID,Bar code value,Order Date,Ship Date,Ship Mode,Customer ID,Product ID,Sales,Quantity,Discount,Profit
3017,ON-2021-146745,88090601,2/23/2021,2/28/2021,Standard Class,AS-10630,FUR-CH-10002372,129.568,2,0.2,-12.9568
3018,ON-2021-146745,38586053,2/23/2021,2/28/2021,Standard Class,AS-10630,OFF-BI-10003274,6.368,2,0.2,2.1492
3019,OF-2021-113215,20858015,2/23/2021,2/28/2021,Standard Class,CP-12085,FUR-FU-10002937,238.152,3,0.2,89.307
3020,OF-2021-169537,52294890,2/23/2021,2/27/2021,Second Class,JH-15820,OFF-LA-10001982,7.5,2,0,3.6
3021,OF-2021-142755,71937209,2/24/2021,2/28/2021,Standard Class,CS-12355,OFF-PA-10001970,279.9,5,0,137.151
3022,OF-2021-142755,62117365,2/24/2021,2/28/2021,Standard Class,CS-12355,TEC-AC-10002049,619.95,5,0,111.591
3023,OF-2021-142755,66551696,2/24/2021,2/28/2021,Standard Class,CS-12355,OFF-PA-10000141,4.36,2,0,2.0492
3024,OF-2021-142755,34952763,2/24/2021,2/28/2021,Standard Class,CS-12355,OFF-EN-10004459,15.28,2,0,7.4872
3025,OF-2021-101924,99661154,2/24/2021,3/1/2021,Standard Class,KB-16585,OFF-BI-10000962,9.762,2,0.7,-6.8334
3026,OF-2021-159863,73583629,2/24/2021,2/27/2021,Second Class,DS-13180,TEC-AC-10000109,134.376,3,0.2,6.7188
3027,OF-2021-113523,28788239,2/24/2021,2/28/2021,Standard Class,SC-20440,OFF-BI-10001249,7.656,4,0.7,-6.1248
3028,OF-2021-130785,84300430,2/25/2021,3/1/2021,Standard Class,AG-10900,FUR-BO-10000330,411.332,4,0.15,-4.8392
3029,OF-2021-130785,21428892,2/25/2021,3/1/2021,Standard Class,AG-10900,OFF-BI-10001900,28.752,6,0.2,9.7038
3030,OF-2021-130785,20941436,2/25/2021,3/1/2021,Standard Class,AG-10900,FUR-BO-10003159,293.199,3,0.15,-20.6964
3031,OF-2021-162621,36801114,2/25/2021,3/3/2021,Standard Class,CA-12055,OFF-BI-10000962,16.27,5,0.8,-25.2185
3032,OF-2021-162621,95436876,2/25/2021,3/3/2021,Standard Class,CA-12055,OFF-SU-10003567,69.12,9,0.2,-14.688
3033,OF-2021-162621,9635221,2/25/2021,3/3/2021,Standard Class,CA-12055,OFF-BI-10003708,4.47,3,0.8,-7.8225
3034,OF-2021-105158,81183623,2/25/2021,3/2/2021,Standard Class,SP-20860,FUR-FU-10001706,6.16,2,0,2.9568
3035,OF-2021-105158,44959442,2/25/2021,3/2/2021,Standard Class,SP-20860,OFF-PA-10001970,36.84,3,0,17.3148
3036,OF-2021-135510,73473814,2/25/2021,3/4/2021,Standard Class,TW-21025,FUR-FU-10000820,67.96,4,0,12.2328
3037,OF-2021-138002,10789608,2/26/2021,3/4/2021,Standard Class,BT-11305,OFF-BI-10002160,6.096,2,0.2,2.1336
3038,OF-2021-138002,56014181,2/26/2021,3/4/2021,Standard Class,BT-11305,FUR-FU-10004748,191.82,3,0,74.8098
3039,OF-2021-143238,31845800,2/26/2021,2/28/2021,First Class,LO-17170,TEC-AC-10003499,46.32,4,0,18.0648
3040,OF-2021-150791,46700647,2/26/2021,3/5/2021,Standard Class,CC-12430,FUR-CH-10000665,271.764,2,0.1,60.392
3041,OF-2021-160696,86073186,2/26/2021,3/2/2021,Standard Class,CK-12760,OFF-FA-10003059,7.24,5,0.2,1.1765
3042,OF-2021-133977,9400203,2/26/2021,2/28/2021,Second Class,AT-10435,OFF-BI-10003166,3.444,1,0.7,-2.5256
3043,ON-2021-109015,45905758,2/26/2021,3/4/2021,Standard Class,BS-11590,OFF-AP-10001962,8.39,1,0,2.0975
3044,ON-2021-109015,78456758,2/26/2021,3/4/2021,Standard Class,BS-11590,TEC-PH-10002922,337.98,2,0,101.394
3045,OF-2021-169572,62618232,2/26/2021,3/4/2021,Standard Class,AG-10525,OFF-BI-10002799,46.62,9,0,21.4452
3046,ON-2021-151435,18934948,2/26/2021,3/1/2021,Second Class,SW-20455,FUR-TA-10001039,85.98,1,0,22.3548
3047,OF-2021-110744,87294573,2/27/2021,3/4/2021,Standard Class,HA-14920,OFF-ST-10003656,671.93,7,0,20.1579
3048,OF-2021-122623,75536836,2/27/2021,3/3/2021,Standard Class,CC-12145,FUR-CH-10000553,47.516,2,0.3,-2.0364
3049,OF-2021-105599,11421562,2/27/2021,2/27/2021,Same Day,MC-17275,OFF-ST-10002486,13.96,2,0,0.2792
3050,OF-2021-105599,90527852,2/27/2021,2/27/2021,Same Day,MC-17275,FUR-TA-10003837,27.414,3,0.4,-14.1639
3051,OF-2021-102876,85267024,2/27/2021,3/6/2021,Standard Class,LR-17035,OFF-BI-10004781,9.522,1,0.7,-6.9828
3052,OF-2021-102876,59784827,2/27/2021,3/6/2021,Standard Class,LR-17035,TEC-PH-10002680,791.964,6,0.4,-131.994
3053,OF-2021-102876,2149058,2/27/2021,3/6/2021,Standard Class,LR-17035,OFF-BI-10000848,4.923,3,0.7,-3.9384
3054,OF-2021-161445,61659490,2/27/2021,3/1/2021,Second Class,CC-12610,OFF-AR-10001953,140.736,4,0.2,12.3144
3055,OF-2021-140557,22502212,2/27/2021,3/3/2021,Standard Class,TN-21040,TEC-AC-10002402,559.93,7,0,167.979
3056,OF-2021-164084,4514486,2/27/2021,3/4/2021,Standard Class,AG-10525,OFF-ST-10003638,70.26,3,0,18.9702
3057,OF-2021-164084,99322746,2/27/2021,3/4/2021,Standard Class,AG-10525,TEC-AC-10002305,90,5,0,16.2
3058,OF-2021-164084,73166603,2/27/2021,3/4/2021,Standard Class,AG-10525,OFF-BI-10000605,6.096,2,0.2,2.0574
3059,OF-2021-164084,25244929,2/27/2021,3/4/2021,Standard Class,AG-10525,FUR-TA-10003569,481.176,2,0.4,-120.294
3060,OF-2021-164084,93047011,2/27/2021,3/4/2021,Standard Class,AG-10525,OFF-FA-10003059,7.24,4,0,2.3892
3061,OF-2021-162166,97691205,2/28/2021,3/3/2021,First Class,NM-18520,OFF-PA-10002606,26.4,5,0,11.88
3062,OF-2021-162166,11962891,2/28/2021,3/3/2021,First Class,NM-18520,OFF-ST-10002486,41.88,6,0,0.8376
3063,OF-2021-151624,38648047,2/28/2021,3/6/2021,Standard Class,VW-21775,FUR-FU-10001731,21.36,8,0,8.1168
3064,OF-2021-132906,24194854,3/2/2021,3/6/2021,Standard Class,CC-12145,OFF-SU-10004498,51.52,4,0,1.5456
3065,OF-2021-168186,53972726,3/2/2021,3/7/2021,Standard Class,AB-10150,OFF-PA-10000477,14.94,3,0,7.0218
3066,ON-2021-147242,52006561,3/2/2021,3/6/2021,Standard Class,EH-13765,OFF-AP-10003842,61.96,2,0,16.1096
3067,ON-2021-147242,53411915,3/2/2021,3/6/2021,Standard Class,EH-13765,FUR-BO-10004695,361.96,2,0,83.2508
3068,ON-2021-147242,20918596,3/2/2021,3/6/2021,Standard Class,EH-13765,OFF-PA-10003039,278.82,9,0,125.469
3069,OF-2021-117772,30899440,3/2/2021,3/4/2021,Second Class,MC-17575,OFF-ST-10003994,353.88,6,0,17.694
3070,OF-2021-136658,34001902,3/2/2021,3/9/2021,Standard Class,BO-11425,OFF-AR-10000817,6.08,2,0,2.0672
3071,OF-2021-108672,41304872,3/2/2021,3/8/2021,Standard Class,FA-14230,FUR-FU-10003799,106.68,6,0,33.0708
3072,OF-2021-139374,68743424,3/2/2021,3/6/2021,Standard Class,AR-10345,FUR-CH-10003981,179.886,1,0.3,-2.5698
3073,OF-2021-165057,64808903,3/3/2021,3/7/2021,Standard Class,SC-20725,OFF-AR-10004648,181.35,9,0,48.9645
3074,OF-2021-165057,12211009,3/3/2021,3/7/2021,Standard Class,SC-20725,OFF-LA-10003190,8.64,3,0,4.2336
3075,OF-2021-153794,11587256,3/3/2021,3/8/2021,Standard Class,SB-20290,OFF-AR-10000380,265.86,7,0,79.758
3076,OF-2021-132465,24012543,3/3/2021,3/7/2021,Second Class,DM-13525,FUR-FU-10000277,210.68,2,0,50.5632
3077,OF-2021-132465,47486533,3/3/2021,3/7/2021,Second Class,DM-13525,OFF-ST-10003641,78.8,1,0,1.576
3078,OF-2021-132465,19277708,3/3/2021,3/7/2021,Second Class,DM-13525,TEC-AC-10001998,19.99,1,0,6.7966
3079,OF-2021-132465,26907592,3/3/2021,3/7/2021,Second Class,DM-13525,OFF-ST-10001932,772.68,4,0,108.1752
3080,OF-2021-126186,98054629,3/3/2021,3/4/2021,First Class,GB-14530,FUR-FU-10000073,24.64,4,0.2,4.004
3081,OF-2021-125934,78293525,3/3/2021,3/10/2021,Standard Class,SN-20560,OFF-LA-10000414,31.05,3,0,14.904
3082,OF-2021-125934,20598913,3/3/2021,3/10/2021,Standard Class,SN-20560,FUR-FU-10002107,8.92,4,0,3.9248
3083,OF-2021-125934,66001902,3/3/2021,3/10/2021,Standard Class,SN-20560,OFF-BI-10004593,209.6,4,0,96.416
3084,OF-2021-125934,14911137,3/3/2021,3/10/2021,Standard Class,SN-20560,OFF-AP-10003860,111.04,4,0,29.9808
3085,OF-2021-125934,98059508,3/3/2021,3/10/2021,Standard Class,SN-20560,OFF-PA-10000556,38.88,6,0,18.6624
3086,OF-2021-166464,54696795,3/4/2021,3/9/2021,Standard Class,PG-18895,TEC-CO-10000971,479.984,2,0.2,59.998
3087,OF-2021-166464,75261426,3/4/2021,3/9/2021,Standard Class,PG-18895,OFF-LA-10001317,12.6,4,0,6.048
3088,OF-2021-102015,89721953,3/4/2021,3/10/2021,Standard Class,TM-21010,OFF-AR-10004685,9.26,2,0,3.0558
3089,OF-2021-102015,68947829,3/4/2021,3/10/2021,Standard Class,TM-21010,OFF-ST-10001713,105.98,2,0,4.2392
3090,OF-2021-102015,59540228,3/4/2021,3/10/2021,Standard Class,TM-21010,OFF-FA-10000490,1.24,1,0,0.5828
3091,OF-2021-102015,7692697,3/4/2021,3/10/2021,Standard Class,TM-21010,OFF-LA-10002043,20.7,2,0,9.936
3092,OF-2021-102015,63403349,3/4/2021,3/10/2021,Standard Class,TM-21010,OFF-PA-10002464,28.9,5,0,14.161
3093,OF-2021-102015,72648628,3/4/2021,3/10/2021,Standard Class,TM-21010,OFF-EN-10002504,27.18,1,0,12.7746
3094,OF-2021-128993,89550793,3/4/2021,3/9/2021,Second Class,CC-12670,TEC-AC-10004209,21.98,2,0,8.5722
3095,OF-2021-115567,57219369,3/5/2021,3/10/2021,Standard Class,ZC-21910,TEC-AC-10001314,199.96,4,0,15.9968
3096,OF-2021-115567,82387863,3/5/2021,3/10/2021,Standard Class,ZC-21910,FUR-CH-10000015,1516.2,7,0,394.212
3097,ON-2021-161347,86970500,3/5/2021,3/11/2021,Standard Class,HG-14845,OFF-BI-10004209,2.412,1,0.7,-2.01
3098,OF-2021-118843,77227274,3/5/2021,3/12/2021,Standard Class,JH-15910,FUR-FU-10003975,129.93,3,0,12.993
3099,OF-2021-118843,48364954,3/5/2021,3/12/2021,Standard Class,JH-15910,OFF-PA-10001712,69.93,7,0,31.4685
3100,OF-2021-136728,39900890,3/5/2021,3/9/2021,Second Class,AG-10900,OFF-EN-10002621,7.824,1,0.2,2.934
3101,OF-2021-136728,69763978,3/5/2021,3/9/2021,Second Class,AG-10900,FUR-CH-10003817,170.072,4,0.3,-12.148
3102,OF-2021-138457,67398142,3/5/2021,3/9/2021,Standard Class,AM-10705,OFF-BI-10000014,13.092,4,0.7,-10.0372
3103,ON-2021-129007,81702905,3/5/2021,3/7/2021,First Class,KD-16615,FUR-FU-10004973,131.88,7,0,55.3896
3104,ON-2021-129007,38259139,3/5/2021,3/7/2021,First Class,KD-16615,OFF-BI-10001628,25.032,3,0.2,7.8225
3105,ON-2021-129007,12430079,3/5/2021,3/7/2021,First Class,KD-16615,FUR-CH-10000155,717.72,3,0.2,71.772
3106,ON-2021-129007,79390618,3/5/2021,3/7/2021,First Class,KD-16615,FUR-FU-10002379,207.35,5,0,24.882
3107,ON-2021-129007,62567748,3/5/2021,3/7/2021,First Class,KD-16615,FUR-FU-10004018,44.67,3,0,12.0609
3108,ON-2021-129007,94822596,3/5/2021,3/7/2021,First Class,KD-16615,OFF-PA-10000994,209.7,2,0,100.656
3109,OF-2021-120362,34015445,3/6/2021,3/11/2021,Standard Class,CA-12265,FUR-TA-10003008,912.75,5,0,118.6575
3110,OF-2021-131597,58456362,3/6/2021,3/10/2021,Standard Class,SP-20620,FUR-TA-10002607,170.136,3,0.2,-8.5068
3111,OF-2021-128027,94829956,3/6/2021,3/9/2021,Second Class,CM-12385,OFF-ST-10001809,269.49,3,0,5.3898
3112,OF-2021-140984,47912176,3/6/2021,3/10/2021,Standard Class,CC-12685,OFF-ST-10000585,991.2,6,0,257.712
3113,OF-2021-140984,71657163,3/6/2021,3/10/2021,Standard Class,CC-12685,TEC-CO-10001571,879.984,2,0.2,329.994
3114,OF-2021-140984,24836628,3/6/2021,3/10/2021,Standard Class,CC-12685,OFF-BI-10002012,12.96,9,0.2,4.536
3115,OF-2021-115924,97280821,3/6/2021,3/10/2021,Second Class,BE-11455,OFF-BI-10004040,25.9,5,0,12.691
3116,ON-2021-130519,27893456,3/7/2021,3/7/2021,Same Day,NG-18355,OFF-PA-10001937,15.552,3,0.2,5.4432
3117,ON-2021-130519,81662428,3/7/2021,3/7/2021,Same Day,NG-18355,FUR-FU-10002268,15.712,4,0.2,2.5532
3118,ON-2021-130519,36165053,3/7/2021,3/7/2021,Same Day,NG-18355,OFF-ST-10001321,24.672,2,0.2,2.1588
3119,ON-2021-130519,33635925,3/7/2021,3/7/2021,Same Day,NG-18355,FUR-FU-10003394,55.968,1,0.2,-2.0988
3120,OF-2021-145849,40368442,3/7/2021,3/9/2021,Second Class,CT-11995,OFF-ST-10000025,190.86,2,0,11.4516
3121,OF-2021-145849,67466512,3/7/2021,3/9/2021,Second Class,CT-11995,OFF-AR-10000817,24.32,8,0,8.2688
3122,OF-2021-105102,94653858,3/7/2021,3/11/2021,Second Class,BM-11575,OFF-BI-10002082,79.872,3,0.2,29.952
3123,OF-2021-105102,39490324,3/7/2021,3/11/2021,Second Class,BM-11575,FUR-BO-10004709,46.384,1,0.2,1.1596
3124,OF-2021-105102,48256547,3/7/2021,3/11/2021,Second Class,BM-11575,OFF-PA-10002365,12.96,2,0,6.2208
3125,OF-2021-102582,71371670,3/7/2021,3/11/2021,Standard Class,NW-18400,FUR-TA-10003569,801.96,2,0,200.49
3126,OF-2021-102582,63070880,3/7/2021,3/11/2021,Standard Class,NW-18400,TEC-PH-10003187,59.97,3,0,0
3127,OF-2021-102582,27363012,3/7/2021,3/11/2021,Standard Class,NW-18400,FUR-CH-10004853,1056.86,7,0,306.4894
3128,OF-2021-100734,97262414,3/7/2021,3/12/2021,Standard Class,AC-10615,OFF-BI-10002609,3.576,4,0.7,-2.8608
3129,OF-2021-100734,38024330,3/7/2021,3/12/2021,Standard Class,AC-10615,OFF-ST-10001522,147.184,2,0.2,-29.4368
3130,OF-2021-167696,99813794,3/8/2021,3/13/2021,Standard Class,BD-11500,OFF-EN-10001539,31.12,4,0,14.6264
3131,ON-2021-150630,37894209,3/9/2021,3/13/2021,Standard Class,TB-21520,FUR-BO-10004834,3083.43,7,0.5,-1665.0522
3132,ON-2021-150630,11488223,3/9/2021,3/13/2021,Standard Class,TB-21520,OFF-BI-10000474,9.618,2,0.7,-7.0532
3133,ON-2021-150630,8045553,3/9/2021,3/13/2021,Standard Class,TB-21520,FUR-FU-10004848,124.2,3,0.2,15.525
3134,ON-2021-150630,23475772,3/9/2021,3/13/2021,Standard Class,TB-21520,OFF-EN-10001509,3.264,2,0.2,1.1016
3135,ON-2021-150630,15463838,3/9/2021,3/13/2021,Standard Class,TB-21520,OFF-AR-10004042,86.304,6,0.2,9.7092
3136,ON-2021-150630,96165713,3/9/2021,3/13/2021,Standard Class,TB-21520,OFF-BI-10001525,6.858,6,0.7,-5.715
3137,ON-2021-150630,56849137,3/9/2021,3/13/2021,Standard Class,TB-21520,OFF-AR-10001683,15.76,2,0.2,3.546
3138,OF-2021-133025,19927668,3/9/2021,3/11/2021,Second Class,MO-17800,OFF-PA-10004100,32.4,5,0,15.552
3139,OF-2021-143077,71924237,3/9/2021,3/13/2021,Standard Class,SF-20965,FUR-FU-10003535,21.936,2,0.6,-10.4196
3140,OF-2021-143077,4107450,3/9/2021,3/13/2021,Standard Class,SF-20965,OFF-BI-10000088,6.588,3,0.8,-10.2114
3141,ON-2021-138919,81926897,3/9/2021,3/13/2021,Standard Class,LS-16975,FUR-TA-10004154,344.22,2,0.4,-103.266
3142,OF-2021-141145,90501943,3/9/2021,3/15/2021,Standard Class,DB-13405,TEC-AC-10001465,87.168,3,0.2,10.896
3143,ON-2021-138716,85729689,3/9/2021,3/12/2021,First Class,CS-11845,OFF-BI-10001628,25.032,3,0.2,7.8225
3144,ON-2021-126977,73520376,3/9/2021,3/15/2021,Standard Class,PF-19120,OFF-ST-10000617,14.9,5,0,1.043
3145,ON-2021-126977,94253766,3/9/2021,3/15/2021,Standard Class,PF-19120,OFF-LA-10002762,87.71,7,0,41.2237
3146,ON-2021-126977,92496956,3/9/2021,3/15/2021,Standard Class,PF-19120,FUR-CH-10001973,199.764,2,0.1,8.8784
3147,ON-2021-126977,1438936,3/9/2021,3/15/2021,Standard Class,PF-19120,OFF-ST-10003058,94.6,4,0,27.434
3148,ON-2021-126977,8165764,3/9/2021,3/15/2021,Standard Class,PF-19120,FUR-BO-10004834,4228.704,6,0.2,158.5764
3149,ON-2021-126977,28658818,3/9/2021,3/15/2021,Standard Class,PF-19120,FUR-BO-10002213,2003.92,5,0.2,-25.049
3150,ON-2021-126977,31698226,3/9/2021,3/15/2021,Standard Class,PF-19120,TEC-PH-10002170,209.97,3,0,58.7916
3151,ON-2021-126977,58952753,3/9/2021,3/15/2021,Standard Class,PF-19120,TEC-AC-10003033,659.9,2,0,217.767
3152,ON-2021-126977,73095253,3/9/2021,3/15/2021,Standard Class,PF-19120,OFF-PA-10004071,110.96,2,0,53.2608
3153,ON-2021-126977,22526015,3/9/2021,3/15/2021,Standard Class,PF-19120,TEC-PH-10000169,67.8,4,0,1.356
3154,OF-2021-149713,8181387,3/10/2021,3/14/2021,Second Class,TG-21640,OFF-PA-10004530,160.72,14,0,78.7528
3155,OF-2021-149713,99742819,3/10/2021,3/14/2021,Second Class,TG-21640,OFF-PA-10001450,19.92,4,0,9.7608
3156,OF-2021-149713,74933547,3/10/2021,3/14/2021,Second Class,TG-21640,OFF-SU-10001574,7.3,2,0,2.19
3157,OF-2021-109575,47653998,3/10/2021,3/15/2021,Standard Class,KH-16630,OFF-ST-10004950,41.96,2,0,7.9724
3158,OF-2021-109575,94321530,3/10/2021,3/15/2021,Standard Class,KH-16630,OFF-ST-10004123,636.86,7,0,0
3159,OF-2021-109575,84602416,3/10/2021,3/15/2021,Standard Class,KH-16630,TEC-PH-10000730,499.99,1,0,129.9974
3160,OF-2021-109575,27861534,3/10/2021,3/15/2021,Standard Class,KH-16630,TEC-PH-10000895,1259.93,7,0,327.5818
3161,OF-2021-109575,99742704,3/10/2021,3/15/2021,Standard Class,KH-16630,OFF-BI-10000962,65.08,4,0,31.8892
3162,OF-2021-167745,24237790,3/10/2021,3/15/2021,Standard Class,GB-14530,OFF-AR-10003602,11.68,2,0,5.4896
3163,OF-2021-167745,63276054,3/10/2021,3/15/2021,Standard Class,GB-14530,OFF-SU-10004782,16.9,2,0,5.07
3164,OF-2021-167745,9252544,3/10/2021,3/15/2021,Standard Class,GB-14530,FUR-FU-10001591,24.4,2,0,10.248
3165,OF-2021-142202,87911327,3/10/2021,3/15/2021,Second Class,JR-16210,TEC-AC-10003198,717.12,9,0.2,152.388
3166,OF-2021-150511,90794533,3/10/2021,3/16/2021,Standard Class,AB-10060,OFF-PA-10001776,18.54,2,0,8.7138
3167,OF-2021-101154,11871283,3/10/2021,3/13/2021,First Class,CM-12190,OFF-ST-10004186,443.92,4,0,8.8784
3168,OF-2021-115847,90226687,3/11/2021,3/16/2021,Second Class,TC-21535,FUR-BO-10003433,61.96,2,0,4.3372
3169,OF-2021-147102,27652043,3/11/2021,3/18/2021,Standard Class,NH-18610,TEC-AC-10000682,66.36,4,0,23.226
3170,OF-2021-132815,1344331,3/11/2021,3/14/2021,Second Class,RW-19540,OFF-PA-10004530,22.96,2,0,11.2504
3171,OF-2021-135489,84489852,3/11/2021,3/14/2021,Second Class,GW-14605,TEC-PH-10000011,279.86,14,0,134.3328
3172,OF-2021-137603,50897834,3/11/2021,3/16/2021,Standard Class,MH-17290,OFF-AR-10001972,8.4,5,0,2.184
3173,OF-2021-149517,1027185,3/11/2021,3/15/2021,Standard Class,FC-14245,FUR-FU-10003464,60.84,3,0,19.4688
3174,OF-2021-153738,35481630,3/12/2021,3/14/2021,First Class,AG-10270,OFF-BI-10001308,37.68,6,0,16.956
3175,OF-2021-156013,60185932,3/12/2021,3/18/2021,Standard Class,TC-20980,OFF-PA-10001970,61.4,5,0,28.858
3176,OF-2021-156013,69335474,3/12/2021,3/18/2021,Standard Class,TC-20980,OFF-BI-10002437,24.448,2,0.2,8.8624
3177,OF-2021-141565,57035755,3/12/2021,3/16/2021,Standard Class,BG-11035,OFF-BI-10000545,1369.764,6,0.7,-913.176
3178,OF-2021-141565,94533170,3/12/2021,3/16/2021,Standard Class,BG-11035,OFF-ST-10001522,294.368,4,0.2,-58.8736
3179,OF-2021-151470,17049195,3/12/2021,3/18/2021,Standard Class,AM-10705,OFF-BI-10004040,45.584,11,0.2,16.5242
3180,OF-2021-126970,27064571,3/12/2021,3/16/2021,Standard Class,TP-21130,OFF-BI-10000138,2.808,3,0.8,-4.4928
3181,OF-2021-126697,25911180,3/13/2021,3/16/2021,First Class,SV-20815,TEC-PH-10002922,946.344,7,0.2,118.293
3182,OF-2021-126697,96932059,3/13/2021,3/16/2021,First Class,SV-20815,TEC-AC-10004353,151.2,3,0.2,32.13
3183,OF-2021-126697,64271351,3/13/2021,3/16/2021,First Class,SV-20815,FUR-FU-10001706,4.928,4,0.6,-1.4784
3184,OF-2021-102036,3130256,3/13/2021,3/19/2021,Standard Class,CS-12130,OFF-ST-10003123,199.74,6,0,47.9376
3185,OF-2021-149972,29607453,3/13/2021,3/15/2021,First Class,CD-12790,FUR-CH-10004997,601.536,4,0.2,0
3186,OF-2021-149972,57405546,3/13/2021,3/15/2021,First Class,CD-12790,OFF-FA-10002763,7.9,2,0,2.528
3187,OF-2021-168480,66453329,3/13/2021,3/19/2021,Standard Class,DM-12955,FUR-BO-10000468,194.32,4,0,31.0912
3188,OF-2021-168480,88641769,3/13/2021,3/19/2021,Standard Class,DM-12955,OFF-AR-10001044,25.99,1,0,7.5371
3189,OF-2021-127593,77083414,3/13/2021,3/13/2021,Same Day,DH-13675,FUR-FU-10004006,85.3,2,0,14.501
3190,OF-2021-117800,80791499,3/13/2021,3/18/2021,Standard Class,TH-21550,TEC-PH-10002415,589.9,2,0,147.475
3191,OF-2021-117800,52008836,3/13/2021,3/18/2021,Standard Class,TH-21550,FUR-CH-10000785,542.94,3,0,141.1644
3192,OF-2021-158421,70627883,3/13/2021,3/18/2021,Standard Class,GB-14575,FUR-CH-10000309,1690.04,4,0,422.51
3193,OF-2021-158421,18089853,3/13/2021,3/18/2021,Standard Class,GB-14575,OFF-ST-10002444,85.96,7,0,24.0688
3194,OF-2021-158421,98300832,3/13/2021,3/18/2021,Standard Class,GB-14575,OFF-EN-10001453,121.96,2,0,57.3212
3195,OF-2021-158421,80991308,3/13/2021,3/18/2021,Standard Class,GB-14575,OFF-PA-10001801,23.92,4,0,11.7208
3196,OF-2021-158421,40597343,3/13/2021,3/18/2021,Standard Class,GB-14575,OFF-ST-10000563,63.96,2,0,6.396
3197,OF-2021-158421,85764766,3/13/2021,3/18/2021,Standard Class,GB-14575,TEC-PH-10000369,629.95,5,0,176.386
3198,OF-2021-158421,60269695,3/13/2021,3/18/2021,Standard Class,GB-14575,TEC-PH-10002538,113.73,3,0,32.9817
3199,OF-2021-158421,19986032,3/13/2021,3/18/2021,Standard Class,GB-14575,OFF-BI-10000050,14.6,2,0,6.862
3200,OF-2021-158421,30126164,3/13/2021,3/18/2021,Standard Class,GB-14575,OFF-ST-10004186,887.84,8,0,17.7568
3201,OF-2021-112571,16950554,3/14/2021,3/14/2021,Same Day,DL-12925,FUR-FU-10004188,204.6,2,0,53.196
3202,OF-2021-134992,53783059,3/14/2021,3/18/2021,Second Class,MG-17875,OFF-PA-10001972,32.4,5,0,15.552
3203,OF-2021-134992,97372294,3/14/2021,3/18/2021,Second Class,MG-17875,FUR-FU-10002554,47.98,2,0,11.0354
3204,OF-2021-102260,89123209,3/14/2021,3/18/2021,Standard Class,SJ-20125,OFF-LA-10003714,12,4,0.2,4.2
3205,OF-2021-102260,38717670,3/14/2021,3/18/2021,Standard Class,SJ-20125,OFF-ST-10003716,720.064,4,0.2,-63.0056
3206,OF-2021-102260,61833829,3/14/2021,3/18/2021,Standard Class,SJ-20125,OFF-ST-10002289,25.424,1,0.2,-4.767
3207,OF-2021-102260,2765422,3/14/2021,3/18/2021,Standard Class,SJ-20125,OFF-AR-10001315,2.816,2,0.2,0.3168
3208,OF-2021-102260,9898465,3/14/2021,3/18/2021,Standard Class,SJ-20125,OFF-BI-10000042,3.204,2,0.7,-2.5632
3209,ON-2021-115343,12099341,3/14/2021,3/17/2021,First Class,FO-14305,OFF-SU-10000898,55.6,5,0.2,6.255
3210,ON-2021-115343,4682404,3/14/2021,3/17/2021,First Class,FO-14305,TEC-AC-10003832,617.976,3,0.2,-7.7247
3211,OF-2021-168760,86713656,3/14/2021,3/18/2021,Second Class,MM-18280,OFF-AP-10004532,61.44,3,0,16.5888
3212,ON-2021-161466,91213945,3/16/2021,3/19/2021,Second Class,ON-18715,OFF-AR-10000634,6.848,2,0.2,0.5992
3213,OF-2021-143119,62194318,3/16/2021,3/22/2021,Standard Class,MC-17275,FUR-CH-10001270,517.5,6,0,155.25
3214,OF-2021-153381,36025459,3/16/2021,3/20/2021,Standard Class,DE-13255,OFF-BI-10001525,15.24,4,0,6.858
3215,OF-2021-153381,14651501,3/16/2021,3/20/2021,Standard Class,DE-13255,FUR-CH-10000988,1408.1,10,0,394.268
3216,ON-2021-164308,39582874,3/16/2021,3/19/2021,First Class,SC-20680,TEC-PH-10004120,821.94,6,0,213.7044
3217,OF-2021-161830,29172855,3/16/2021,3/18/2021,Second Class,ME-17725,OFF-AR-10004042,35.96,2,0,10.4284
3218,OF-2021-161830,63270009,3/16/2021,3/18/2021,Second Class,ME-17725,OFF-BI-10001097,14.952,3,0.2,5.4201
3219,OF-2021-103835,73866321,3/16/2021,3/20/2021,Standard Class,SC-20440,FUR-FU-10000010,14.91,3,0,4.6221
3220,OF-2021-103835,26548204,3/16/2021,3/20/2021,Standard Class,SC-20440,OFF-AP-10002651,1158.12,4,0,335.8548
3221,OF-2021-147816,26435020,3/16/2021,3/18/2021,Second Class,CM-11935,TEC-PH-10003095,35.12,2,0.2,13.17
3222,ON-2021-106873,10148983,3/16/2021,3/21/2021,Second Class,KM-16720,OFF-AR-10003179,14.576,2,0.2,2.3686
3223,ON-2021-106873,17864496,3/16/2021,3/21/2021,Second Class,KM-16720,TEC-AC-10002345,23.2,2,0.2,1.45
3224,ON-2021-106873,10652986,3/16/2021,3/21/2021,Second Class,KM-16720,OFF-AR-10001246,16.464,7,0.2,1.8522
3225,OF-2021-113131,42729981,3/16/2021,3/16/2021,Same Day,MB-17305,OFF-BI-10003196,6.732,6,0.7,-4.488
3226,OF-2021-113131,31668582,3/16/2021,3/16/2021,Same Day,MB-17305,OFF-ST-10001172,33.568,2,0.2,1.6784
